State Name,District Name,Population,Literacy Rate,Sex Ratio,Workers
ASSAM,Darrang,928500,52.4543887991384,953.6140281480328,324843
ASSAM,Udalguri,831668,56.50403766887748,972.5675198106338,345030
WEST BENGAL,Darjiling,1846823,71.23503443481049,970.4510706218879,683726
WEST BENGAL,Jalpaiguri,3872846,64.5205102397565,952.9606709617037,1512910
WEST BENGAL,Koch Bihar,2819086,65.64198467162761,942.1318845751622,1127977
WEST BENGAL,Uttar Dinajpur,3007134,49.53776585945289,938.7530898104917,1075626
WEST BENGAL,Dakshin Dinajpur,1676276,64.64836339600399,955.5272462987008,702987
WEST BENGAL,Maldah,3988845,52.30667022659442,944.3164918468605,1537847
WEST BENGAL,Murshidabad,7103807,57.09380899565543,958.2857807608632,2589907
WEST BENGAL,Birbhum,3502404,61.62758493880204,955.6451432783151,1331603
WEST BENGAL,Barddhaman,7717563,67.99047834141425,945.4950718308478,2911251
WEST BENGAL,Nadia,5167600,67.35341357690223,947.268939862113,1842607
WEST BENGAL,North Twenty Four Parganas,10009781,76.0125820934544,955.2686853841346,3571624
WEST BENGAL,Hugli,5519145,73.89528631699294,960.8616053204428,2152870
WEST BENGAL,Bankura,3596674,62.08491511880143,956.7399943963724,1466220
WEST BENGAL,Puruliya,2930115,55.455331957960695,957.3298793049547,1249642
WEST BENGAL,Haora,4850029,74.33369986035136,939.3762603371135,1819845
WEST BENGAL,Kolkata,4496694,79.79500050481532,907.9934113102446,1795740
WEST BENGAL,South Twenty Four Parganas,8161961,67.77362695068011,955.5330925602656,2964494
WEST BENGAL,Paschim Medinipur,5913457,68.96832089926417,965.9850692430064,2509159
WEST BENGAL,Purba Medinipur,5095875,76.98764196531508,937.7173616281483,1910320
JHARKHAND,Garhwa,1322784,49.4015651837337,935.097099806166,571431
JHARKHAND,Chatra,1042886,48.908605542695945,953.2077874647663,397690
JHARKHAND,Kodarma,716259,54.48434155801184,950.4795464324033,257418
JHARKHAND,Giridih,2445474,51.256934238515726,943.7865730650553,1036277
JHARKHAND,Deoghar,1492073,53.18359088328788,925.2008330086113,551467
JHARKHAND,Godda,1313551,46.02173802159185,937.5994760497812,552191
JHARKHAND,Sahibganj,1150567,42.00216067382429,952.1285530318582,490202
JHARKHAND,Pakur,900422,39.19062395188034,989.1751222217068,404584
JHARKHAND,Dhanbad,2684487,64.15393332133849,909.3677184776764,844504
JHARKHAND,Bokaro,2062330,61.75151406418953,922.3681426388903,685368
JHARKHAND,Lohardaga,461790,56.239199636198265,985.0921424242034,221332
JHARKHAND,Purbi Singhbhum,2293919,65.72590400968822,949.116409012815,837167
JHARKHAND,Palamu,1939869,52.81609222066026,927.720505375126,713175
JHARKHAND,Latehar,726978,48.23832358063105,966.5806430669847,313379
JHARKHAND,Hazaribagh,1734495,58.41752210297522,946.9435311786872,654636
JHARKHAND,Ramgarh,949443,62.82599376687173,921.0549744046294,312125
